time,x,y,z,gforce
0.022,0.005,-0.006,1.006,1.006
0.023,0.008,-0.003,1.005,1.005
0.024,0.009,-0.002,1.003,1.003
0.029,0.007,-0.002,1.004,1.004
0.038,0.009,-0.003,1.005,1.005
0.055,0.009,-0.005,1.006,1.006
0.059,0.010,-0.004,1.004,1.004
0.078,0.009,-0.005,1.004,1.004
0.079,0.012,-0.005,1.005,1.005
0.089,0.009,-0.004,1.005,1.005
0.098,0.009,-0.003,1.005,1.005
0.116,0.007,-0.001,1.005,1.005
0.122,0.006,-0.002,1.005,1.005
0.139,0.008,-0.004,1.005,1.005
0.152,0.009,-0.004,1.006,1.006
0.173,0.009,-0.004,1.003,1.004
0.174,0.009,-0.003,1.005,1.005
0.188,0.008,-0.005,1.006,1.006
0.192,0.010,-0.003,1.005,1.005
0.198,0.009,-0.004,1.004,1.004
0.212,0.008,-0.003,1.006,1.006
0.218,0.007,-0.002,1.005,1.005
0.229,0.007,-0.002,1.004,1.004
0.245,0.008,-0.004,1.006,1.006
0.247,0.007,-0.005,1.004,1.004
0.279,0.008,-0.003,1.006,1.006
0.280,0.010,-0.005,1.005,1.005
0.281,0.011,-0.005,1.004,1.004
0.294,0.010,-0.004,1.006,1.006
0.311,0.009,-0.004,1.005,1.005
0.312,0.009,-0.004,1.004,1.004
0.326,0.008,-0.004,1.007,1.007
0.328,0.007,-0.002,1.005,1.005
0.345,0.008,-0.002,1.005,1.005
0.367,0.009,-0.004,1.006,1.006
0.368,0.010,-0.004,1.006,1.006
0.369,0.011,-0.004,1.006,1.006
0.381,0.011,-0.006,1.006,1.006
0.404,0.011,-0.005,1.005,1.005
0.408,0.011,-0.003,1.004,1.004
0.413,0.008,-0.004,1.005,1.005
0.418,0.007,-0.004,1.003,1.003
0.434,0.006,-0.004,1.004,1.004
0.447,0.006,-0.004,1.006,1.006
0.448,0.009,-0.003,1.006,1.006
0.474,0.009,-0.003,1.004,1.004
0.475,0.010,-0.004,1.006,1.006
0.480,0.010,-0.004,1.003,1.003
0.497,0.011,-0.003,1.004,1.005
0.498,0.009,-0.004,1.005,1.005
0.514,0.009,-0.005,1.004,1.004
0.519,0.008,-0.004,1.004,1.004
0.530,0.007,-0.002,1.004,1.004
0.547,0.009,-0.004,1.005,1.005
0.548,0.008,-0.004,1.004,1.005
0.578,0.008,-0.003,1.004,1.004
0.579,0.010,-0.005,1.005,1.005
0.580,0.009,-0.006,1.004,1.004
0.591,0.009,-0.004,1.004,1.004
0.609,0.009,-0.004,1.004,1.004
0.610,0.009,-0.004,1.004,1.004
0.618,0.009,-0.004,1.004,1.004
0.628,0.008,-0.002,1.006,1.006
0.653,0.007,-0.002,1.004,1.004
0.654,0.008,-0.000,1.004,1.004
0.660,0.008,-0.002,1.005,1.005
0.668,0.008,-0.005,1.005,1.005
0.678,0.010,-0.004,1.006,1.006
0.696,0.009,-0.004,1.005,1.005
0.698,0.010,-0.005,1.006,1.006
0.708,0.010,-0.004,1.005,1.005
0.719,0.009,-0.004,1.005,1.005
0.728,0.008,-0.004,1.004,1.005
0.751,0.008,-0.003,1.006,1.006
0.757,0.009,-0.003,1.005,1.005
0.759,0.008,-0.003,1.006,1.006
0.769,0.009,-0.004,1.004,1.004
0.780,0.009,-0.006,1.004,1.004
0.792,0.011,-0.004,1.005,1.005
0.798,0.011,-0.004,1.005,1.005
0.809,0.009,-0.005,1.005,1.005
0.818,0.008,-0.005,1.005,1.005
0.829,0.008,-0.003,1.006,1.006
0.853,0.008,-0.002,1.005,1.005
0.855,0.009,-0.003,1.005,1.005
0.862,0.009,-0.002,1.006,1.006
0.868,0.010,-0.003,1.005,1.005
0.879,0.010,-0.005,1.004,1.004
0.891,0.011,-0.003,1.004,1.005
0.899,0.010,-0.005,1.006,1.006
0.910,0.010,-0.004,1.007,1.007
0.919,0.009,-0.005,1.008,1.008
0.928,0.007,-0.004,1.006,1.006
0.959,0.009,-0.005,1.006,1.006
0.960,0.008,-0.004,1.004,1.005
0.961,0.008,-0.004,1.005,1.005
0.968,0.008,-0.005,1.005,1.005
0.979,0.008,-0.004,1.006,1.006
0.991,0.011,-0.004,1.005,1.005
0.998,0.011,-0.005,1.003,1.003
1.052,0.009,-0.004,1.004,1.004
1.053,0.009,-0.004,1.003,1.003
1.054,0.009,-0.005,1.004,1.004
1.055,0.009,-0.004,1.004,1.004
1.055,0.008,-0.002,1.005,1.005
1.078,0.009,-0.003,1.004,1.004
1.078,0.009,-0.003,1.004,1.004
1.079,0.008,-0.003,1.006,1.006
1.096,0.011,-0.004,1.004,1.004
1.098,0.011,-0.005,1.005,1.005
1.116,0.010,-0.004,1.005,1.005
1.119,0.009,-0.005,1.006,1.006
1.138,0.010,-0.003,1.005,1.005
1.139,0.008,-0.004,1.006,1.006
1.148,0.009,-0.004,1.005,1.005
1.159,0.008,-0.003,1.004,1.004
1.170,0.008,-0.003,1.005,1.005
1.183,0.009,-0.004,1.005,1.005
1.210,0.009,-0.003,1.005,1.005
1.211,0.010,-0.004,1.005,1.005
1.212,0.011,-0.004,1.007,1.007
1.221,0.008,-0.004,1.006,1.006
1.229,0.008,-0.004,1.007,1.007
1.243,0.008,-0.002,1.005,1.005
1.249,0.008,-0.002,1.004,1.004
1.260,0.008,-0.003,1.004,1.004
1.270,0.008,-0.005,1.004,1.004
1.283,0.009,-0.004,1.004,1.004
1.295,0.010,-0.005,1.005,1.005
1.299,0.010,-0.004,1.007,1.007
1.309,0.009,-0.005,1.006,1.006
1.324,0.010,-0.004,1.007,1.007
1.328,0.009,-0.003,1.007,1.007
1.341,0.009,-0.004,1.007,1.007
1.348,0.010,-0.003,1.004,1.004
1.359,0.008,-0.003,1.005,1.005
1.387,0.009,-0.003,1.004,1.004
1.390,0.009,-0.004,1.006,1.006
1.391,0.010,-0.004,1.005,1.005
1.399,0.010,-0.004,1.005,1.005
1.409,0.009,-0.004,1.006,1.006
1.422,0.008,-0.005,1.005,1.005
1.429,0.007,-0.003,1.006,1.006
1.440,0.010,-0.003,1.004,1.004
1.449,0.010,-0.004,1.005,1.005
1.469,0.008,-0.004,1.005,1.005
1.470,0.009,-0.003,1.005,1.005
1.479,0.009,-0.004,1.005,1.005
1.489,0.010,-0.004,1.005,1.005
1.500,0.009,-0.005,1.004,1.004
1.510,0.009,-0.003,1.005,1.005
1.529,0.009,-0.004,1.005,1.005
1.530,0.009,-0.004,1.005,1.005
1.539,0.009,-0.003,1.004,1.004
1.548,0.008,-0.003,1.004,1.004
1.567,0.009,-0.002,1.006,1.006
1.569,0.007,-0.004,1.005,1.005
1.579,0.010,-0.003,1.006,1.006
1.589,0.010,-0.004,1.006,1.006
1.599,0.010,-0.003,1.005,1.005
1.609,0.009,-0.003,1.005,1.005
1.623,0.009,-0.004,1.004,1.004
1.629,0.009,-0.003,1.006,1.006
1.640,0.008,-0.004,1.004,1.004
1.649,0.008,-0.003,1.005,1.005
1.659,0.009,-0.001,1.005,1.005
1.683,0.009,-0.004,1.005,1.005
1.685,0.009,-0.005,1.004,1.004
1.690,0.010,-0.004,1.006,1.006
1.701,0.009,-0.004,1.007,1.007
1.709,0.009,-0.006,1.005,1.005
1.725,0.009,-0.005,1.005,1.005
1.729,0.010,-0.004,1.006,1.006
1.741,0.008,-0.004,1.005,1.005
1.749,0.007,-0.003,1.005,1.005
1.768,0.008,-0.003,1.005,1.005
1.769,0.010,-0.003,1.005,1.005
1.779,0.009,-0.002,1.006,1.006
1.790,0.010,-0.004,1.007,1.007
1.801,0.010,-0.004,1.004,1.004
1.809,0.010,-0.004,1.004,1.004
1.836,0.009,-0.005,1.007,1.007
1.839,0.009,-0.004,1.007,1.007
1.840,0.008,-0.002,1.007,1.007
1.854,0.008,-0.004,1.005,1.005
1.860,0.008,-0.003,1.006,1.006
1.869,0.008,-0.003,1.005,1.005
1.889,0.008,-0.002,1.004,1.004
1.910,0.008,-0.004,1.003,1.003
1.911,0.008,-0.004,1.004,1.005
1.925,0.009,-0.004,1.004,1.004
1.927,0.007,-0.003,1.004,1.004
1.941,0.009,-0.004,1.004,1.004
1.942,0.008,-0.004,1.005,1.005
1.956,0.009,-0.004,1.005,1.005
1.971,0.008,-0.003,1.003,1.003
1.972,0.008,-0.004,1.004,1.004
1.996,0.008,-0.005,1.005,1.005
1.999,0.008,-0.005,1.005,1.005
2.001,0.009,-0.004,1.004,1.004
2.033,0.010,-0.004,1.003,1.003
2.034,0.011,-0.003,1.007,1.007
2.034,0.010,-0.003,1.006,1.006
2.057,0.008,-0.003,1.006,1.006
2.057,0.007,-0.005,1.005,1.005
2.063,0.008,-0.006,1.005,1.005
2.079,0.008,-0.004,1.004,1.004
2.081,0.007,-0.004,1.005,1.005
2.092,0.008,-0.004,1.004,1.004
2.103,0.010,-0.005,1.005,1.005
2.109,0.009,-0.004,1.004,1.004
2.121,0.009,-0.004,1.005,1.005
2.129,0.009,-0.003,1.005,1.005
2.139,0.009,-0.003,1.007,1.007
2.152,0.009,-0.002,1.006,1.006
2.160,0.010,-0.004,1.005,1.005
2.170,0.009,-0.003,1.006,1.006
2.180,0.010,-0.004,1.007,1.007
2.198,0.008,-0.004,1.004,1.004
2.214,0.008,-0.003,1.005,1.005
2.215,0.009,-0.005,1.005,1.005
2.227,0.009,-0.004,1.005,1.005
2.230,0.010,-0.003,1.004,1.004
2.240,0.008,-0.003,1.005,1.005
2.255,0.009,-0.003,1.005,1.005
2.261,0.010,-0.003,1.006,1.006
2.273,0.010,-0.003,1.004,1.004
2.282,0.006,-0.000,1.017,1.017
2.299,0.002,0.006,0.993,0.993
2.306,0.010,-0.007,1.009,1.009
2.313,0.018,-0.010,0.999,0.999
2.326,0.021,-0.011,1.015,1.015
2.330,0.021,-0.008,0.997,0.998
2.341,0.007,-0.005,1.007,1.007
2.356,0.005,0.002,1.005,1.005
2.360,-0.002,0.006,1.002,1.002
2.374,-0.004,0.003,1.010,1.010
2.380,0.004,0.003,1.005,1.005
2.412,0.006,-0.003,1.006,1.006
2.414,0.015,-0.007,1.006,1.006
2.414,0.020,-0.009,1.005,1.005
2.421,0.020,-0.011,1.006,1.007
2.430,0.018,-0.008,1.005,1.005
2.463,0.009,-0.005,1.005,1.005
2.466,0.009,-0.005,1.005,1.005
2.467,0.004,0.001,1.006,1.006
2.474,0.000,0.005,1.008,1.008
2.480,-0.003,0.005,1.007,1.007
2.491,-0.000,0.001,1.006,1.006
2.506,0.006,-0.003,1.004,1.004
2.510,0.013,-0.006,1.005,1.005
2.521,0.019,-0.010,1.004,1.004
2.530,0.018,-0.009,1.005,1.006
2.541,0.017,-0.008,1.005,1.005
2.557,0.010,-0.006,1.005,1.005
2.560,0.004,-0.001,1.005,1.005
2.570,0.001,0.003,1.004,1.004
2.581,-0.003,0.004,1.004,1.004
2.595,0.001,0.001,1.005,1.005
2.609,0.006,-0.002,1.004,1.004
2.610,0.014,-0.007,1.006,1.006
2.620,0.018,-0.010,1.006,1.006
2.630,0.018,-0.011,1.006,1.006
2.643,0.016,-0.009,1.006,1.007
2.652,0.011,-0.005,1.006,1.006
2.660,0.004,-0.001,1.007,1.007
2.672,-0.000,0.003,1.006,1.006
2.681,-0.000,0.003,1.006,1.006
2.697,0.002,0.001,1.005,1.005
2.711,0.007,-0.003,1.005,1.005
2.713,0.014,-0.006,1.005,1.005
2.723,0.017,-0.009,1.006,1.006
2.731,0.019,-0.009,1.008,1.008
2.740,0.017,-0.009,1.006,1.006
2.754,0.011,-0.004,1.005,1.005
2.761,0.005,0.001,1.004,1.004
2.771,0.001,0.001,1.005,1.005
2.780,0.000,0.002,1.006,1.006
2.802,0.002,0.001,1.007,1.007
2.803,0.005,-0.003,1.006,1.006
2.810,0.011,-0.005,1.005,1.005
2.824,0.016,-0.008,1.005,1.005
2.831,0.018,-0.009,1.004,1.005
2.841,0.016,-0.008,1.005,1.005
2.853,0.011,-0.004,1.006,1.006
2.860,0.005,-0.001,1.006,1.006
2.871,0.002,0.001,1.006,1.006
2.894,-0.001,0.001,1.007,1.007
2.895,0.001,-0.000,1.005,1.005
2.908,0.008,-0.002,1.005,1.005
2.922,0.013,-0.006,1.004,1.004
2.923,0.013,-0.006,1.004,1.004
2.930,0.016,-0.007,1.005,1.006
2.942,0.018,-0.007,1.004,1.005
2.953,0.015,-0.007,1.005,1.006
2.962,0.010,-0.006,1.006,1.006
2.971,0.007,-0.001,1.004,1.004
2.983,0.001,0.002,1.005,1.005
3.024,0.001,-0.000,1.006,1.006
3.026,0.003,0.001,1.006,1.006
3.063,0.007,-0.002,1.005,1.005
3.065,0.012,-0.006,1.005,1.005
3.067,0.015,-0.009,1.006,1.006
3.068,0.016,-0.010,1.007,1.007
3.070,0.014,-0.007,1.006,1.006
3.071,0.011,-0.006,1.005,1.005
3.073,0.006,-0.003,1.004,1.004
3.095,0.003,-0.001,1.005,1.005
3.096,0.002,0.002,1.007,1.007
3.100,0.003,0.001,1.006,1.006
3.110,0.007,-0.002,1.007,1.007
3.129,0.010,-0.004,1.005,1.005
3.136,0.014,-0.007,1.005,1.005
3.140,0.017,-0.006,1.005,1.005
3.151,0.015,-0.007,1.005,1.006
3.161,0.012,-0.004,1.006,1.006
3.186,0.007,-0.000,1.003,1.003
3.186,0.002,-0.001,1.005,1.005
3.191,0.001,0.000,1.005,1.005
3.203,0.003,-0.001,1.005,1.005
3.210,0.007,-0.003,1.005,1.005
3.221,0.010,-0.006,1.006,1.006
3.232,0.015,-0.008,1.006,1.006
3.243,0.016,-0.006,1.007,1.007
3.251,0.013,-0.006,1.005,1.005
3.261,0.011,-0.004,1.004,1.004
3.272,0.007,-0.003,1.004,1.004
3.302,0.003,-0.000,1.005,1.005
3.306,0.000,-0.000,1.005,1.005
3.307,0.003,0.000,1.005,1.005
3.312,0.006,-0.001,1.005,1.005
3.321,0.011,-0.006,1.006,1.006
3.332,0.015,-0.007,1.004,1.004
3.342,0.016,-0.007,1.004,1.004
3.353,0.016,-0.006,1.004,1.004
3.369,0.012,-0.005,1.005,1.005
3.394,0.007,-0.002,1.005,1.005
3.395,0.004,-0.001,1.005,1.005
3.407,0.002,-0.002,1.006,1.006
3.411,0.002,-0.001,1.005,1.005
3.422,0.006,-0.003,1.004,1.004
3.431,0.009,-0.005,1.006,1.006
3.441,0.013,-0.008,1.004,1.005
3.454,0.015,-0.007,1.005,1.005
3.461,0.014,-0.006,1.005,1.005
3.483,0.011,-0.004,1.006,1.006
3.484,0.006,-0.002,1.006,1.006
3.491,0.003,-0.001,1.005,1.005
3.524,0.001,-0.000,1.003,1.003
3.526,0.004,0.000,1.006,1.006
3.527,0.008,-0.003,1.005,1.005
3.538,0.011,-0.004,1.005,1.005
3.544,0.008,0.002,1.012,1.012
3.554,-0.005,-0.001,0.997,0.997
3.562,0.023,-0.011,1.017,1.017
3.577,0.026,-0.015,0.995,0.995
3.606,0.033,-0.020,1.020,1.021
3.608,0.026,-0.010,0.992,0.993
3.609,-0.002,-0.000,1.011,1.011
3.611,-0.012,0.014,1.002,1.002
3.621,-0.018,0.016,1.002,1.003
3.632,-0.014,0.012,1.007,1.007
3.641,0.001,0.004,1.002,1.002
3.651,0.015,-0.008,1.009,1.009
3.662,0.031,-0.016,1.006,1.006
3.673,0.037,-0.021,1.007,1.008
3.699,0.031,-0.019,1.007,1.008
3.702,0.020,-0.009,1.004,1.005
3.702,0.001,-0.000,1.007,1.007
3.711,-0.013,0.011,1.006,1.006
3.725,-0.019,0.016,1.005,1.006
3.734,-0.014,0.012,1.004,1.005
3.741,-0.001,0.004,1.005,1.005
3.753,0.015,-0.007,1.005,1.005
3.761,0.029,-0.017,1.006,1.007
3.772,0.034,-0.021,1.005,1.006
3.796,0.028,-0.016,1.008,1.008
3.798,0.019,-0.008,1.007,1.007
3.802,0.001,-0.000,1.004,1.004
3.816,-0.011,0.009,1.006,1.006
3.822,-0.017,0.013,1.005,1.005
3.844,-0.015,0.011,1.005,1.005
3.847,-0.015,0.011,1.005,1.005
3.853,-0.002,0.004,1.004,1.004
3.862,0.013,-0.007,1.005,1.005
3.871,0.028,-0.015,1.006,1.007
3.899,0.032,-0.019,1.005,1.006
3.904,0.031,-0.017,1.007,1.007
3.905,0.019,-0.010,1.007,1.007
3.913,0.003,-0.002,1.007,1.007
3.922,-0.010,0.008,1.007,1.007
3.932,-0.014,0.011,1.004,1.004
3.941,-0.012,0.010,1.003,1.003
3.953,-0.003,0.005,1.005,1.005
3.963,0.013,-0.006,1.004,1.004
3.980,0.025,-0.013,1.004,1.005
3.982,0.031,-0.017,1.004,1.005
3.991,0.028,-0.017,1.005,1.006
4.002,0.017,-0.010,1.005,1.005
4.017,0.005,-0.002,1.005,1.005
4.034,-0.007,0.008,1.005,1.005
4.035,-0.014,0.012,1.005,1.006
4.053,-0.011,0.010,1.006,1.006
4.054,-0.000,0.004,1.006,1.006
4.064,0.013,-0.007,1.005,1.005
4.071,0.025,-0.011,1.007,1.007
4.094,0.029,-0.016,1.006,1.007
4.095,0.028,-0.015,1.005,1.005
4.101,0.019,-0.010,1.005,1.005
4.116,0.007,-0.002,1.005,1.005
4.121,-0.007,0.007,1.004,1.004
4.133,-0.012,0.010,1.003,1.003
4.142,-0.012,0.010,1.004,1.004
4.157,-0.002,0.005,1.005,1.005
4.163,0.011,-0.005,1.004,1.004
4.187,0.021,-0.011,1.005,1.005
4.188,0.027,-0.014,1.006,1.007
4.191,0.026,-0.015,1.003,1.004
4.203,0.018,-0.010,1.005,1.005
4.214,0.006,-0.002,1.006,1.006
4.221,-0.003,0.004,1.006,1.006
4.234,-0.009,0.010,1.005,1.005
4.241,-0.009,0.009,1.004,1.004
4.252,-0.004,0.003,1.005,1.005
4.275,0.009,-0.004,1.006,1.006
4.276,0.021,-0.011,1.005,1.005
4.284,0.026,-0.014,1.006,1.006
4.316,0.027,-0.012,1.003,1.004
4.317,0.027,-0.012,1.003,1.004
4.317,0.018,-0.010,1.003,1.003
4.322,0.008,-0.004,1.005,1.005
4.332,-0.001,0.004,1.004,1.004
4.341,-0.010,0.008,1.005,1.005
4.352,-0.010,0.008,1.006,1.006
4.365,-0.002,0.003,1.005,1.005
4.371,0.011,-0.004,1.005,1.005
4.382,0.021,-0.011,1.005,1.006
4.391,0.026,-0.013,1.005,1.005
4.412,0.025,-0.012,1.007,1.007
4.414,0.019,-0.010,1.007,1.007
4.422,0.010,-0.005,1.004,1.004
4.432,-0.002,0.003,1.006,1.006
4.452,-0.007,0.008,1.006,1.006
4.453,-0.007,0.007,1.005,1.005
4.466,-0.001,0.003,1.007,1.007
4.471,0.009,-0.003,1.004,1.004
4.482,0.019,-0.009,1.004,1.004
4.491,0.026,-0.013,1.004,1.005
4.507,0.025,-0.012,1.006,1.007
4.514,0.018,-0.009,1.004,1.004
4.528,0.008,-0.005,1.005,1.005
4.532,0.000,0.001,1.004,1.004
4.542,-0.007,0.007,1.005,1.005
4.552,-0.008,0.007,1.005,1.005
4.566,-0.002,0.003,1.005,1.005
4.572,0.009,-0.003,1.004,1.004
4.582,0.016,-0.008,1.004,1.005
4.592,0.023,-0.012,1.006,1.006
4.614,0.024,-0.013,1.005,1.005
4.616,0.018,-0.010,1.004,1.005
4.625,0.008,-0.004,1.005,1.005
4.638,-0.000,0.001,1.005,1.005
4.642,-0.005,0.007,1.006,1.006
4.652,-0.006,0.007,1.004,1.004
4.666,-0.000,0.002,1.007,1.007
4.672,0.007,-0.005,1.004,1.005
4.683,0.017,-0.009,1.004,1.004
4.692,0.021,-0.012,1.006,1.006
4.715,0.022,-0.011,1.006,1.006
4.717,0.018,-0.009,1.005,1.005
4.723,0.009,-0.003,1.003,1.003
4.733,0.002,0.002,1.004,1.004
4.748,-0.005,0.004,1.004,1.004
4.765,-0.005,0.005,1.006,1.006
4.766,-0.005,0.005,1.006,1.006
4.772,-0.001,0.002,1.005,1.005
4.782,0.007,-0.005,1.006,1.006
4.792,0.015,-0.008,1.006,1.007
4.811,0.021,-0.011,1.003,1.004
4.812,0.021,-0.012,1.005,1.005
4.822,0.018,-0.009,1.005,1.005
4.832,0.010,-0.004,1.005,1.005
4.843,0.002,0.001,1.005,1.005
4.852,-0.003,0.005,1.005,1.005
4.866,-0.003,0.006,1.004,1.004
4.872,0.001,0.003,1.005,1.005
4.882,0.006,-0.002,1.005,1.005
4.892,0.015,-0.007,1.005,1.005
4.905,0.022,-0.009,1.004,1.004
4.926,0.022,-0.010,1.004,1.005
4.927,0.019,-0.008,1.006,1.006
4.932,0.011,-0.005,1.006,1.006
4.947,0.002,0.001,1.004,1.004
4.952,-0.002,0.004,1.006,1.006
4.964,-0.002,0.004,1.003,1.003
4.972,0.000,0.003,1.004,1.004
4.985,0.006,-0.002,1.003,1.003
5.014,0.014,-0.007,1.006,1.006
5.015,0.019,-0.011,1.007,1.007
5.028,0.020,-0.013,1.005,1.005
5.043,0.017,-0.009,1.006,1.006
5.044,0.011,-0.005,1.005,1.005
5.044,0.004,0.001,1.004,1.004
5.060,-0.000,0.004,1.006,1.006
5.069,-0.003,0.005,1.007,1.007
5.073,0.001,0.003,1.004,1.004
5.082,0.008,-0.004,1.005,1.005
5.095,0.014,-0.008,1.005,1.005
5.113,0.018,-0.010,1.005,1.005
5.113,0.019,-0.011,1.007,1.007
5.122,0.017,-0.008,1.004,1.004
5.132,0.011,-0.005,1.003,1.003
5.146,0.005,-0.002,1.003,1.003
5.152,-0.000,0.002,1.004,1.004
5.165,-0.002,0.005,1.006,1.006
5.172,0.001,0.001,1.006,1.006
5.196,0.006,-0.003,1.005,1.005
5.197,0.015,-0.006,1.004,1.004
5.206,0.019,-0.009,1.006,1.006
5.226,0.020,-0.010,1.005,1.005
5.227,0.020,-0.010,1.005,1.005
5.232,0.017,-0.008,1.006,1.006
5.247,0.013,-0.003,1.006,1.006
5.252,0.006,0.000,1.006,1.006
5.266,0.001,0.002,1.005,1.005
5.275,-0.002,0.004,1.005,1.005
5.283,0.001,0.001,1.005,1.005
5.306,0.006,-0.002,1.005,1.005
5.307,0.012,-0.008,1.005,1.005
5.324,0.017,-0.010,1.005,1.006
5.324,0.018,-0.009,1.006,1.006
5.346,0.015,-0.009,1.005,1.005
5.349,0.011,-0.005,1.006,1.006
5.352,0.004,-0.001,1.005,1.005
5.362,0.001,0.002,1.004,1.004
5.372,-0.002,0.004,1.005,1.005
5.392,0.019,-0.012,1.017,1.017
5.393,0.027,-0.026,1.006,1.007
5.403,0.026,0.007,1.009,1.010
5.413,-0.033,0.018,1.000,1.001
5.422,-0.024,0.015,0.997,0.998
5.433,-0.009,0.012,1.004,1.004
5.445,0.009,-0.004,1.002,1.002
5.453,0.031,-0.016,1.005,1.005
5.464,0.042,-0.023,1.005,1.006
5.473,0.042,-0.022,1.009,1.010
5.493,0.029,-0.017,1.007,1.007
5.494,0.010,-0.003,1.005,1.005
5.503,-0.011,0.011,1.004,1.004
5.513,-0.022,0.016,1.005,1.005
5.527,-0.024,0.017,1.005,1.005
5.532,-0.011,0.009,1.005,1.005
5.543,0.009,-0.002,1.006,1.006
5.552,0.026,-0.013,1.007,1.007
5.567,0.039,-0.022,1.006,1.007
5.573,0.039,-0.021,1.005,1.006
5.584,0.029,-0.015,1.005,1.006
5.617,0.011,-0.005,1.005,1.005
5.619,-0.008,0.006,1.005,1.005
